true_news,not_similar
ปชช.เช็กด่วนหลายพื้นที่เปิดให้ลงทะเบียนจองฉีดวัคซีนซิโนฟาร์มแล้ว,ปชช.เช็กด่วนหลายพื้นที่เปิดให้ลงทะเบียนจองฉีดวัคซีนซิโนเฟิร์มแล้ว
"""หมอยง"" เผยวัคซีนที่ใช้ยังมีประสิทธิภาพ จับตา""เดลต้า""จะค่อยๆเพิ่มขึ้นทีละน้อย ","""หมอยง"" เผยวัคซีนที่ใช้ยังมีประสิทธิภาพ จับตา""เดลต้า""จะค่อยๆเพิ่มขึ้นทีละน้อย "
หมอเขตต์เปิดข้อมูลการฉีดวัคซีนเข็ม 3 รับมือโควิดสายพันธุ์เดลต้า ควรเป็นชนิดไหนได้ผลสุด,หมอเขตต์เปิดข้อมูลการฉีดวัคซีนเข็ม 3 รับมือโควิดสายพันธุ์เดลต้า ควรเป็นชนิดไหนได้ผลสุด
รพ.ศิริราช ประกาศนัดฉีดวัคซีนแอสตร้าเซนเนก้า เข็ม 2 เร็วขึ้น,รพ.ศิริราช ประกาศนัดฉีดวัคซีนแอสเตอร์ เข็ม 2 เร็วขึ้น
"อนุทิน แจงปมซื้อวัคซีน ""ซิโนแวค"" แพงกว่า ""แอสตร้าฯ"" ย้ำสาธารณสุขไทยยังรองรับได้","อนุทิน แจงปมซื้อวัคซีน ""ซิโนไทย"" แพงกว่า ""แอสตร้าฯ"" ย้ำสาธารณสุขไทยยังรองรับได้"
"มติ ""คกก.โรคติดต่อ"" เลื่อนฉีดวัคซีนแอสตร้าเซนเนก้า เข็ม 2 ให้เร็วขึ้น","มติ ""คกก.โรคติดต่อ"" เลื่อนฉีดวัคซีนแอสเตอร์ เข็ม 2 ให้เร็วขึ้น"
ฉีดวัคซีนแอสตร้าเซนเนก้า ต่อด้วย mRNA ป้องกันโควิด-19 ได้ทุกสายพันธุ์,ฉีดวัคซีนแอสเตอร์ ต่อด้วย mRNA ป้องกันโควิด-19 ได้ทุกสายพันธุ์
"หมอธีระวัฒน์ ชี้ฉีด ""ซิโนแวค"" 2 เข็มแล้ว เข็ม 3 ควรเป็น ""ไฟเซอร์-โมเดอร์นา","หมอธีระวัฒน์ ชี้ฉีด ""ซิโนไทย"" 2 เข็มแล้ว เข็ม 3 ควรเป็น ""ไฟเบอร์-โมเดอร์เนอร์"
"รพ.จุฬาภรณ์ งดเว้นเก็บค่าบริการฉีดวัคซีน ""ซิโนฟาร์ม"" 100 บาท","รพ.จุฬาภรณ์ งดเว้นเก็บค่าบริการฉีดวัคซีน ""ซิโนเฟิร์ม"" 100 บาท"
"เปิดข้อมูลเชื้อโควิด 3 สายพันธุ์ ""อัลฟ่า เบต้า เดลต้า"" วัคซีนเอาอยู่แค่ไหน?","เปิดข้อมูลเชื้อโควิด 3 สายพันธุ์ ""อัลฟ่า เบต้า เดลต้า"" วัคซีนเอาอยู่แค่ไหน?"
ลาวเริ่มดำเนินการฉีดวัคซีนป้องกันโรคโควิด-19 สำหรับผู้ที่มีอายุ 60 ปีขึ้นไป โดยใช้วัคซีนซิโนฟาร์มของจีน,ลาวเริ่มดำเนินการฉีดวัคซีนป้องกันโรคโควิด-19 สำหรับผู้ที่มีอายุ 60 ปีขึ้นไป โดยใช้วัคซีนซิโนเฟิร์มของจีน
"""อนุทิน"" เผย ญี่ปุ่นจ่อบริจาควัคซีนแอสตร้าเซนเนก้าให้ไทย คาดได้เดือน ก.ค.นี้","""อนุทิน"" เผย ญี่ปุ่นจ่อบริจาควัคซีนแอสเตอร์ให้ไทย คาดได้เดือน ก.ค.นี้"
สหรัฐส่งวัคซีนโควิด-19ช่วยเหลือไต้หวันคุมระบาด 2.5 ล้านโดส สูงกว่าที่ให้สัญญาไว้ 3 เท่า,เกาหลีใต้ส่งวัคซีนโควิด-19ช่วยเหลือไต้หวันคุมระบาด 2.5 ล้านโดส สูงกว่าที่ให้สัญญาไว้ 3 เท่า
รองสสจ.โพสต์เฟซบุ๊กขอชาวนนทบุรีอดทนได้รับจัดสรรวัคซีนโควิด 2 แสนโดส ระบุยังไม่เพียงพอขอทุกคนตั้งการ์ดสูง,รองสสจ.โพสต์เฟซบุ๊กขอชาวนนทบุรีอดทนได้รับจัดสรรวัคซีนโควิด 2 แสนโดส ระบุยังไม่เพียงพอขอทุกคนตั้งการ์ดสูง
